alpha_classifier,conflict_gate,accuracy,advancer_accuracy,conflict_count,warning_count,mean_wdl_probability_diff,group_weight,historical_scale,lambda_decay,test_matches
0.700,False,0.308,0.692,0,10,0.260,1.100,1.000,0.010,13
0.700,True,0.308,0.692,0,10,0.260,1.100,1.000,0.010,13
0.800,False,0.308,0.692,0,10,0.291,1.500,0.750,0.010,13
0.800,True,0.308,0.692,0,10,0.291,1.500,0.750,0.010,13
0.800,False,0.308,0.692,0,10,0.298,1.100,1.000,0.010,13
0.800,True,0.308,0.692,0,10,0.298,1.100,1.000,0.010,13
0.800,False,0.308,0.692,0,10,0.311,2.000,1.000,0.010,13
0.800,True,0.308,0.692,0,10,0.311,2.000,1.000,0.010,13
0.800,False,0.308,0.692,0,10,0.317,4.000,1.000,0.010,13
0.800,True,0.308,0.692,0,10,0.317,4.000,1.000,0.010,13
0.800,False,0.308,0.692,0,10,0.322,3.000,1.000,0.010,13
0.800,True,0.308,0.692,0,10,0.322,3.000,1.000,0.010,13
0.800,False,0.308,0.692,0,10,0.322,2.500,1.000,0.010,13
0.800,True,0.308,0.692,0,10,0.322,2.500,1.000,0.010,13
0.900,False,0.308,0.692,0,10,0.327,1.500,0.750,0.010,13
0.900,True,0.308,0.692,0,10,0.327,1.500,0.750,0.010,13
0.900,False,0.308,0.692,0,10,0.330,1.500,1.000,0.010,13
0.900,True,0.308,0.692,0,10,0.330,1.500,1.000,0.010,13
0.900,False,0.308,0.692,0,10,0.334,1.100,0.750,0.010,13
0.900,True,0.308,0.692,0,10,0.334,1.100,0.750,0.010,13
0.900,False,0.308,0.692,0,10,0.349,2.000,1.000,0.010,13
0.900,True,0.308,0.692,0,10,0.349,2.000,1.000,0.010,13
0.900,False,0.308,0.692,0,10,0.357,4.000,1.000,0.010,13
0.900,True,0.308,0.692,0,10,0.357,4.000,1.000,0.010,13
0.900,False,0.308,0.692,0,10,0.362,2.500,1.000,0.010,13
0.900,True,0.308,0.692,0,10,0.362,2.500,1.000,0.010,13
1.000,False,0.308,0.692,0,10,0.366,2.500,0.750,0.010,13
1.000,True,0.308,0.692,0,10,0.366,2.500,0.750,0.010,13
1.000,False,0.308,0.692,0,10,0.366,1.500,1.000,0.010,13
1.000,True,0.308,0.692,0,10,0.366,1.500,1.000,0.010,13
1.000,False,0.308,0.692,0,10,0.371,1.100,0.750,0.010,13
1.000,True,0.308,0.692,0,10,0.371,1.100,0.750,0.010,13
1.000,False,0.308,0.615,0,10,0.362,3.000,0.750,0.010,13
1.000,True,0.308,0.615,0,10,0.362,3.000,0.750,0.010,13
1.000,False,0.308,0.615,0,10,0.364,1.500,0.750,0.010,13
1.000,True,0.308,0.615,0,10,0.364,1.500,0.750,0.010,13
1.000,False,0.308,0.615,0,10,0.372,2.000,0.750,0.010,13
1.000,True,0.308,0.615,0,10,0.372,2.000,0.750,0.010,13
1.000,False,0.308,0.615,0,10,0.388,2.000,1.000,0.010,13
1.000,True,0.308,0.615,0,10,0.388,2.000,1.000,0.010,13
0.900,False,0.308,0.692,0,11,0.335,1.100,1.000,0.010,13
0.900,True,0.308,0.692,0,11,0.335,1.100,1.000,0.010,13
1.000,False,0.308,0.692,0,11,0.372,1.100,1.000,0.010,13
1.000,True,0.308,0.692,0,11,0.372,1.100,1.000,0.010,13
0.900,False,0.308,0.692,0,12,0.362,3.000,1.000,0.010,13
0.900,True,0.308,0.692,0,12,0.362,3.000,1.000,0.010,13
1.000,False,0.308,0.615,0,12,0.397,4.000,1.000,0.010,13
1.000,True,0.308,0.615,0,12,0.397,4.000,1.000,0.010,13
1.000,False,0.308,0.615,0,12,0.403,3.000,1.000,0.010,13
1.000,True,0.308,0.615,0,12,0.403,3.000,1.000,0.010,13
1.000,False,0.308,0.615,0,12,0.403,2.500,1.000,0.010,13
1.000,True,0.308,0.615,0,12,0.403,2.500,1.000,0.010,13
